x,y,p,i,d,pid_output,error,time
0.38267,0.04793,0.22873461869470635,0.003348402981257883,0.0,0.23208302167596423,0.11436730934735317,1754744132.324822
0.38267,0.04793,0.22873461869470635,0.0033715657272751715,0.0,0.23210618442198153,0.11436730934735317,1754744132.345075
0.38267,0.04793,0.22873461869470635,0.0033947707375941143,0.0,0.23212938943230046,0.11436730934735317,1754744132.3653648
0.39496,0.0486,0.2041768807077794,0.003415510664892076,0.0,0.20759239137267146,0.1020884403538897,1754744132.3856804
0.40463,0.04982,0.18468365501481565,0.0034342115018179027,0.0,0.18811786651663356,0.09234182750740783,1754744132.4059322
0.41245,0.05083,0.168914014316208,0.003451310289172938,-0.011683781689092664,0.16068154291628828,0.084457007158104,1754744132.4261777
0.41245,0.05083,0.168914014316208,0.0034684247827012943,-0.011683781689092664,0.16069865740981662,0.084457007158104,1754744132.446442
0.4224,0.05218,0.14883313762811468,0.0034835259576233785,-0.01443817802092615,0.13787848556481191,0.07441656881405734,1754744132.4667346
0.42798,0.0529,0.13758077734781426,0.0034974413069329127,-0.011683781689092664,0.1293944369656545,0.06879038867390713,1754744132.4869633
0.42798,0.0529,0.13758077734781426,0.003511348455789085,-0.008343889398274228,0.13274823640532912,0.06879038867390713,1754744132.50718
0.42798,0.0529,0.13758077734781426,0.0035252792219509395,0.0,0.14110605656976521,0.06879038867390713,1754744132.527431
0.42798,0.0529,0.13758077734781426,0.00353921080815813,0.0,0.1411199881559724,0.06879038867390713,1754744132.5476832
0.42798,0.0529,0.13758077734781426,0.003553181428523322,0.0,0.14113395877633758,0.06879038867390713,1754744132.5679922
0.42798,0.0529,0.13758077734781426,0.003567102846168344,0.0,0.1411478801939826,0.06879038867390713,1754744132.5882297
0.42798,0.0529,0.13758077734781426,0.0035810286920581816,0.0,0.14116180603987244,0.06879038867390713,1754744132.6084735
0.42798,0.0529,0.13758077734781426,0.0035949624103832458,0.0,0.1411757397581975,0.06879038867390713,1754744132.6287289
0.46654,0.05755,0.059902377409664864,0.0036010485449651077,0.0,0.06350342595462997,0.029951188704832432,1754744132.649049
0.46769,0.05788,0.05753878467068996,0.003606885688118627,0.0,0.061145670358808586,0.02876939233534498,1754744132.6693385
0.46828,0.05807,0.05632100669772244,0.003612596605626881,-0.0009007284898535519,0.05903287481349577,0.02816050334886122,1754744132.6896183
0.46842,0.05833,0.05597899472522316,0.0036183495185729466,-0.0009007284898535519,0.05869661575394256,0.02798949736261158,1754744132.7101722
0.46823,0.05842,0.05633380138949551,0.003624068180347491,-0.0009007284898535519,0.059057141079989446,0.028166900694747754,1754744132.730475
0.46823,0.05842,0.05633380138949551,0.003629791341515372,-0.0002495972898946075,0.059713995441116274,0.028166900694747754,1754744132.7507937
0.46823,0.05842,0.05633380138949551,0.0036354948262317987,0.0,0.05996929621572731,0.028166900694747754,1754744132.7710426
0.46823,0.05842,0.05633380138949551,0.003641190722419167,0.0,0.05997499211191468,0.028166900694747754,1754744132.7912645
0.46823,0.05842,0.05633380138949551,0.0036468924611023595,0.0,0.059980693850597865,0.028166900694747754,1754744132.8115072
0.46823,0.05842,0.05633380138949551,0.0036525942669406765,0.0,0.05998639565643618,0.028166900694747754,1754744132.8317502
0.46649,0.0582,0.05984150272414157,0.00365864575328512,0.0,0.06350014847742669,0.029920751362070785,1754744132.8519752
0.46649,0.0582,0.05984150272414157,0.003664688750570563,0.0,0.06350619147471213,0.029920751362070785,1754744132.8721719
0.46826,0.05848,0.05625939390105705,0.0036703659233431186,0.0,0.05992975982440017,0.028129696950528527,1754744132.892354
0.46969,0.05865,0.053379306163234164,0.003675761182284366,0.0,0.05705506734551853,0.026689653081617082,1754744132.9125688
0.47142,0.05876,0.04991869716323738,0.0036808298717120676,-0.0021371136233918225,0.05146241341155763,0.02495934858161869,1754744132.9328766
0.47142,0.05876,0.04991869716323738,0.003685887671226233,-0.0021371136233918225,0.05146747121107179,0.02495934858161869,1754744132.9531407
0.47142,0.05876,0.04991869716323738,0.003690962013887737,-0.0021371136233918225,0.0514725455537333,0.02495934858161869,1754744132.9734712
0.47142,0.05876,0.04991869716323738,0.0036960307033154383,0.0,0.053614727866552817,0.02495934858161869,1754744132.993779
0.47142,0.05876,0.04991869716323738,0.0037011077238245332,0.0,0.05361980488706191,0.02495934858161869,1754744133.01412
0.47142,0.05876,0.04991869716323738,0.003706163381060626,0.0,0.053624860544298006,0.02495934858161869,1754744133.0343757
0.48642,0.05988,0.019870942987608387,0.0037081710820330133,0.0,0.0235791140696414,0.009935471493804193,1754744133.054583
0.4886,0.06015,0.01547763092959642,0.003709736814703661,0.0,0.01918736774430008,0.00773881546479821,1754744133.0748153
0.49041,0.06038,0.011828548479566825,0.0037109373225357747,-0.0026965681217239533,0.012842917680378646,0.0059142742397834125,1754744133.0951138
0.49182,0.06055,0.008988135287977483,0.0037118478785100706,-0.0026965681217239533,0.0100034150447636,0.004494067643988742,1754744133.115375
0.49273,0.06055,0.0071817590313923985,0.003712579272412434,-0.0026965681217239533,0.008197770182080878,0.0035908795156961992,1754744133.1357431
0.49273,0.06055,0.0071817590313923985,0.003713310058460799,-0.002102837614636501,0.008792231475216697,0.0035908795156961992,1754744133.1560943
0.49273,0.06055,0.0071817590313923985,0.0037140363241301355,-0.001330298108129436,0.009565497247393098,0.0035908795156961992,1754744133.1763196
0.49273,0.06055,0.0071817590313923985,0.0037147665194471506,0.0,0.010896525550839548,0.0035908795156961992,1754744133.1966543
0.49273,0.06055,0.0071817590313923985,0.003715495062428649,0.0,0.010897254093821047,0.0035908795156961992,1754744133.216943
0.49273,0.06055,0.0071817590313923985,0.0037162264905763087,0.0,0.010897985521968707,0.0035908795156961992,1754744133.237312
0.49273,0.06055,0.0071817590313923985,0.003716957156766139,0.0,0.010898716188158537,0.0035908795156961992,1754744133.25766
0.49273,0.06055,0.0071817590313923985,0.003717684227199924,0.0,0.010899443258592323,0.0035908795156961992,1754744133.2779076
0.49273,0.06055,0.0071817590313923985,0.0037184104158173447,0.0,0.010900169447209743,0.0035908795156961992,1754744133.2981308
0.49139,0.05996,0.009985353643694794,0.0037194193419579943,0.0,0.013704772985652789,0.004992676821847397,1754744133.3183389
0.49102,0.0599,0.010734441113004256,0.0037205056582752722,0.0,0.014454946771279528,0.005367220556502128,1754744133.3385787
0.49071,0.05983,0.011366832642157432,0.0037216599829726716,0.00046704506273652645,0.01555553768786663,0.005683416321078716,1754744133.358889
0.49037,0.05977,0.012056358490019958,0.0037228841148210907,0.000509330601562676,0.016288573206403725,0.006028179245009979,1754744133.379196
0.49011,0.05971,0.012587058419832209,0.0037241572092029363,0.000509330601562676,0.01682054623059782,0.006293529209916104,1754744133.3994246
0.48985,0.05968,0.013110497775966734,0.003725485168233837,0.00046704506273652645,0.0173030280069371,0.006555248887983367,1754744133.4196825
0.48985,0.05968,0.013110497775966734,0.00372682150437189,0.0003935264609130606,0.017230845741251683,0.006555248887983367,1754744133.4400682
0.48985,0.05968,0.013110497775966734,0.003728149744723553,0.00038758069835569803,0.017226228219045986,0.006555248887983367,1754744133.4603305
0.48985,0.05968,0.013110497775966734,0.0037294781257355973,0.0,0.01683997590170233,0.006555248887983367,1754744133.4805949
0.48985,0.05968,0.013110497775966734,0.003730805397093523,0.0,0.016841303173060256,0.006555248887983367,1754744133.5008423
0.4895,0.05967,0.013807773301776627,0.0037322015633456953,0.0,0.01753997486512232,0.0069038866508883134,1754744133.5210652
0.48977,0.0597,0.01326448123116597,0.003733540929011278,0.0,0.016998022160177248,0.006632240615582985,1754744133.54126
0.49,0.05971,0.012805442073346995,0.0037348356076434474,0.0,0.016540277680990444,0.006402721036673498,1754744133.5614808
0.49024,0.05973,0.012324128876279539,0.0037360887784544067,-0.0003405207592905643,0.01571969689544338,0.006162064438139769,1754744133.5818176
0.49054,0.05981,0.01170917438235819,0.003737278985317375,-0.0003550054281491263,0.015091447939526438,0.005854587191179095,1754744133.602147
0.49084,0.05991,0.01108936500814195,0.003738406851160867,-0.00040353920845729685,0.01442423265084552,0.005544682504070975,1754744133.6224885
0.49084,0.05991,0.01108936500814195,0.0037395339634898246,-0.0003550054281491263,0.014473893543482648,0.005544682504070975,1754744133.6428163
0.49084,0.05991,0.01108936500814195,0.0037406607717690578,-0.0003550054281491263,0.014475020351761882,0.005544682504070975,1754744133.6631386
0.49084,0.05991,0.01108936500814195,0.003741782953204656,0.0,0.014831147961346606,0.005544682504070975,1754744133.6833775
0.49084,0.05991,0.01108936500814195,0.0037429067342061965,0.0,0.014832271742348146,0.005544682504070975,1754744133.7036452
0.49084,0.05991,0.01108936500814195,0.003744026509683105,0.0,0.014833391517825055,0.005544682504070975,1754744133.7238407
0.49084,0.05991,0.01108936500814195,0.0037451495503896637,0.0,0.014834514558531613,0.005544682504070975,1754744133.744095
0.49084,0.05991,0.01108936500814195,0.003746274018807973,0.0,0.014835639026949923,0.005544682504070975,1754744133.7643752
0.49156,0.05985,0.009674482202947421,0.0037472542676041045,0.0,0.013421736470551525,0.0048372411014737104,1754744133.7846398
0.49147,0.05988,0.009845903709932546,0.003748249737450056,0.0,0.013594153447382603,0.004922951854966273,1754744133.8048608
0.49136,0.05981,0.010081219897309035,0.003749271606785073,0.0,0.013830491504094107,0.0050406099486545175,1754744133.8251336
0.49129,0.05985,0.01021051834241038,0.0037503068500650766,9.564448551750987e-05,0.014056469677992966,0.00510525917120519,1754744133.8454115
0.49124,0.05979,0.010324295135017314,0.0037513564475828167,9.564448551750987e-05,0.014171296068117642,0.005162147567508657,1754744133.865744
0.49123,0.05975,0.010353814941925776,0.0037524106383784645,9.564448551750987e-05,0.014201870065821751,0.005176907470962888,1754744133.8861074
0.49123,0.05975,0.010353814941925776,0.003753463162908366,8.393683053759373e-05,0.014191214935371736,0.005176907470962888,1754744133.9064386
0.49123,0.05975,0.010353814941925776,0.0037545141445996136,2.1744826869580476e-05,0.01413007391339497,0.005176907470962888,1754744133.92674
0.49123,0.05975,0.010353814941925776,0.0037555628058615247,0.0,0.0141093777477873,0.005176907470962888,1754744133.9469965
0.49123,0.05975,0.010353814941925776,0.003756612726079778,0.0,0.014110427668005554,0.005176907470962888,1754744133.9672773
0.4912,0.05993,0.010369823823060398,0.0037576629840391524,0.0,0.01412748680709955,0.005184911911530199,1754744133.9875333
0.49119,0.05987,0.010404208375965118,0.003758712991235699,0.0,0.014162921367200817,0.005202104187982559,1754744134.0077176
0.49121,0.05988,0.010362081567202752,0.0037597598216090986,0.0,0.01412184138881185,0.005181040783601376,1754744134.0279226
0.49119,0.06073,1.0,8.58306884765625e-08,873.8133333333333,874.813333419164,0.5,1754744134.5489912
0.49121,0.06063,0.9997960392194563,0.00010115468993879544,873.8133333333333,874.8132305272427,0.49989801960972813,1754744134.569209
0.49115,0.06066,0.999838754845034,0.00020219806977247914,3.1700793728704776e-05,1.0000726537085352,0.499919377422517,1754744134.589421
0.49113,0.06067,0.9998302943725152,0.0003032024540946576,3.1700793728704776e-05,1.0001651976203387,0.4999151471862576,1754744134.6096253
0.49117,0.06064,0.9998156091108541,0.00040506111976388746,-6.281190256561027e-06,1.0002143890403614,0.49990780455542705,1754744134.6300008
0.49117,0.06064,0.9998156091108541,0.0005066504221160342,-6.281190256561027e-06,1.0003159783427136,0.49990780455542705,1754744134.6503224
0.49117,0.06064,0.9998156091108541,0.0006078630925734982,0.0,1.0004234722034275,0.49990780455542705,1754744134.6705687
0.49117,0.06064,0.9998156091108541,0.0007090280881075846,0.0,1.0005246371989618,0.49990780455542705,1754744134.6908054
0.49117,0.06064,0.9998156091108541,0.0008103337246656348,0.0,1.0006259428355198,0.49990780455542705,1754744134.7110703
0.49117,0.06064,0.9998156091108541,0.000911443894037837,0.0,1.000727053004892,0.49990780455542705,1754744134.731296
0.49117,0.06064,0.9998156091108541,0.0010125659821408836,0.0,1.000828175092995,0.49990780455542705,1754744134.7515242
0.49117,0.06064,0.9998156091108541,0.0011138203681563031,0.0,1.0009294294790103,0.49990780455542705,1754744134.7717788
0.49117,0.06064,0.9998156091108541,0.0012165407580655822,0.0,1.0010321498689196,0.49990780455542705,1754744134.7923267
0.5435,0.06541,0.8949621306385169,0.0013092471216742214,0.0,0.8962713777601912,0.44748106531925846,1754744134.813044
0.55837,0.06677,0.8650980504217971,0.0013970294403281664,0.0,0.8664950798621253,0.43254902521089855,1754744134.8333383
0.5753,0.06857,0.8310508040859619,0.0014810607364065807,-0.022073372493416732,0.8104584923289517,0.41552540204298094,1754744134.8535612
0.59303,0.07031,0.7954208026215766,0.0015615111312487584,-0.025253976284536676,0.7717283374682887,0.3977104013107883,1754744134.8737895
0.61208,0.0726,0.75705729893656,0.0016380154860691901,-0.02642079422152608,0.7322745202011032,0.37852864946828,1754744134.8940005
0.61208,0.0726,0.75705729893656,0.0017146254313570456,-0.025253976284536676,0.7335179480833804,0.37852864946828,1754744134.9142394
0.61208,0.0726,0.75705729893656,0.00179142399551406,-0.025253976284536676,0.7335947466475374,0.37852864946828,1754744134.934528
0.61208,0.0726,0.75705729893656,0.0018681314089256911,0.0,0.7589254303454858,0.37852864946828,1754744134.9547927
0.61208,0.0726,0.75705729893656,0.0019448388223373225,0.0,0.7590021377588974,0.37852864946828,1754744134.9750574
0.61208,0.0726,0.75705729893656,0.0020216509237337504,0.0,0.7590789498602938,0.37852864946828,1754744134.9953496
0.61208,0.0726,0.75705729893656,0.002098752722053623,0.0,0.7591560516586137,0.37852864946828,1754744135.0157185
0.61208,0.0726,0.75705729893656,0.0021759014494701283,0.0,0.7592332003860301,0.37852864946828,1754744135.0360997
0.61208,0.0726,0.75705729893656,0.0022531052283269147,0.0,0.7593104041648869,0.37852864946828,1754744135.0564954
0.78084,0.09174,0.41738952086321013,0.002295475553235537,0.0,0.4196849964164457,0.20869476043160506,1754744135.076798
0.79753,0.0934,0.38384571899564,0.0023344146751912787,0.0,0.3861801336708313,0.19192285949782,1754744135.097087
0.81329,0.0951,0.3521428956938114,0.002370238461965817,-0.02337257937603757,0.33114055477973964,0.1760714478469057,1754744135.117433
0.82817,0.09673,0.3222049855597935,0.002402968628203775,-0.02337257937603757,0.30123537481195967,0.16110249277989674,1754744135.1377494
0.84245,0.09821,0.2934921430019337,0.00243282722508668,-0.02337257937603757,0.2725523908509828,0.14674607150096686,1754744135.1580966
0.84245,0.09821,0.2934921430019337,0.0024626203962985543,-0.022103792184306133,0.27385097121392615,0.14674607150096686,1754744135.178399
0.84245,0.09821,0.2934921430019337,0.0024924230139976894,-0.021167254761747113,0.2748173112541843,0.14674607150096686,1754744135.198708
0.84245,0.09821,0.2934921430019337,0.0025220996785333435,0.0,0.29601424268046705,0.14674607150096686,1754744135.2189312
0.84245,0.09821,0.2934921430019337,0.0025517850898164607,0.0,0.2960439280917502,0.14674607150096686,1754744135.2391603
0.84245,0.09821,0.2934921430019337,0.0025814551068240417,0.0,0.2960735981087578,0.14674607150096686,1754744135.259379
0.84245,0.09821,0.2934921430019337,0.0026111251238316226,0.0,0.2961032681257653,0.14674607150096686,1754744135.2795975
0.84245,0.09821,0.2934921430019337,0.0026408206813417984,0.0,0.2961329636832755,0.14674607150096686,1754744135.2998335
0.84245,0.09821,0.2934921430019337,0.002670586912571483,0.0,0.2961627299145052,0.14674607150096686,1754744135.3201177
0.8991,0.10426,0.17954785879979573,0.002688929731727276,0.0,0.182236788531523,0.08977392939989787,1754744135.34055
0.92199,0.10684,0.13347874324976883,0.00270251293041473,0.0,0.13618125618018356,0.06673937162488441,1754744135.3609025
0.92384,0.10756,0.12964588494107765,0.0027156757941157717,-0.0028313423197836025,0.12953021841540982,0.06482294247053882,1754744135.3812084
0.92523,0.10786,0.12681741084696396,0.0027285965357368575,-0.0028313423197836025,0.12671466506291723,0.06340870542348198,1754744135.4015853
0.92642,0.10798,0.12442541060170098,0.0027411701856877267,-0.0028313423197836025,0.12433523846760511,0.06221270530085049,1754744135.421796
0.92762,0.10797,0.12204154426305569,0.0027535102113324973,-0.0020821159406854244,0.12271293853370276,0.061020772131527845,1754744135.4420187
0.92762,0.10797,0.12204154426305569,0.0027658611483416078,-0.0017752936528325183,0.12303211175856478,0.061020772131527845,1754744135.4622593
0.92762,0.10797,0.12204154426305569,0.002778235799382552,-0.0017682138858132453,0.123051566176625,0.061020772131527845,1754744135.4825387
0.92762,0.10797,0.12204154426305569,0.0027905932832102665,0.0,0.12483213754626596,0.061020772131527845,1754744135.50279
0.92762,0.10797,0.12204154426305569,0.002802946838946819,0.0,0.1248444911020025,0.061020772131527845,1754744135.5230348
0.92762,0.10797,0.12204154426305569,0.002815302867925955,0.0,0.12485684713098165,0.061020772131527845,1754744135.5432837
0.92762,0.10797,0.12204154426305569,0.0028277077798173366,0.0,0.12486925204287302,0.061020772131527845,1754744135.5636127
0.92762,0.10797,0.12204154426305569,0.0028401112368601393,0.0,0.12488165549991583,0.061020772131527845,1754744135.5839393
0.93623,0.10965,0.10455872777719255,0.0028507352440399823,0.0,0.10740946302123253,0.052279363888596275,1754744135.604261
0.93827,0.10997,0.10043320648214238,0.0028609206695301894,0.0,0.10329412715167256,0.05021660324107119,1754744135.624544
0.94073,0.11035,0.09545955093207703,0.0028706078371653855,-0.0030509721891635623,0.09527918658007886,0.047729775466038515,1754744135.6448398
0.94356,0.11074,0.08974812936198817,0.0028797171255935347,-0.003675864890386356,0.08895198159719536,0.044874064680994086,1754744135.6651394
0.94671,0.11107,0.08341375528540695,0.002888179507929262,-0.00422033020984285,0.08208160458349337,0.04170687764270348,1754744135.6854296
0.95004,0.11134,0.07673471937909426,0.0028959675906161824,-0.00422033020984285,0.0754103567598676,0.03836735968954713,1754744135.7057283
0.95004,0.11134,0.07673471937909426,0.0029037692115903473,-0.00422033020984285,0.07541815838084176,0.03836735968954713,1754744135.7260623
0.95004,0.11134,0.07673471937909426,0.0029115847367514112,-0.00422033020984285,0.07542597390600282,0.03836735968954713,1754744135.7464325
0.95004,0.11134,0.07673471937909426,0.0029193665076692795,0.0,0.07965408588676354,0.03836735968954713,1754744135.7667148
0.95004,0.11134,0.07673471937909426,0.002927148918911544,0.0,0.07966186829800581,0.03836735968954713,1754744135.7869987
0.95004,0.11134,0.07673471937909426,0.002934929043280963,0.0,0.07966964842237523,0.03836735968954713,1754744135.8072767
0.95004,0.11134,0.07673471937909426,0.0029427261819843513,0.0,0.07967744556107861,0.03836735968954713,1754744135.827599
0.95004,0.11134,0.07673471937909426,0.002950542073045071,0.0,0.07968526145213933,0.03836735968954713,1754744135.8479702
0.97037,0.11409,0.035716303155549745,0.0029541788855730108,0.0,0.03867048204112276,0.017858151577774872,1754744135.8683352
0.9714,0.11416,0.03365345967401534,0.0029576082166210163,0.0,0.036611067890636353,0.01682672983700767,1754744135.8887155
0.97212,0.11429,0.0321935348428386,0.002960860533465785,-0.001083845989575301,0.034070549386729085,0.0160967674214193,1754744135.9089203
0.97261,0.11435,0.031206274173908644,0.0029640122949580808,-0.001083845989575301,0.03308644047929142,0.015603137086954322,1754744135.9291198
0.9729,0.11429,0.03064310452754304,0.002967099250733347,-0.001083845989575301,0.03252635778870108,0.01532155226377152,1754744135.9492676
0.9729,0.11429,0.03064310452754304,0.0029701901151573235,-0.0007331311520016276,0.03288016349069874,0.01532155226377152,1754744135.969441
0.9729,0.11429,0.03064310452754304,0.002973295152999055,-0.00041927875543094526,0.03319712092511116,0.01532155226377152,1754744135.9897068
0.9729,0.11429,0.03064310452754304,0.002976396172603795,0.0,0.03361950070014684,0.01532155226377152,1754744136.0099463
0.9729,0.11429,0.03064310452754304,0.0029794986533856235,0.0,0.03362260318092866,0.01532155226377152,1754744136.0301955
0.9729,0.11429,0.03064310452754304,0.002982600914990888,0.0,0.03362570544253393,0.01532155226377152,1754744136.0504432
0.9729,0.11429,0.03064310452754304,0.002985719724426676,0.0,0.03362882425196972,0.01532155226377152,1754744136.0707989
0.9729,0.11429,0.03064310452754304,0.0029888410543929406,0.0,0.03363194558193598,0.01532155226377152,1754744136.091171
0.9729,0.11429,0.03064310452754304,0.002991951315942763,0.0,0.033635055843485806,0.01532155226377152,1754744136.111471
0.9729,0.11429,0.03064310452754304,0.0029950734495564264,0.0,0.03363817797709947,0.01532155226377152,1754744136.1318483
0.9729,0.11429,0.03064310452754304,0.0029981874736372503,0.0,0.033641292001180295,0.01532155226377152,1754744136.1521728
0.97551,0.11348,0.025631640702552305,0.003000787454395704,0.0,0.028632428156948008,0.012815820351276153,1754744136.17246
0.97581,0.11351,0.025028671601056818,0.003003319350084946,0.0,0.028031990951141762,0.012514335800528409,1754744136.192692
0.97617,0.11356,0.02430207687010022,0.003005775368021195,-0.00044704198392844525,0.02686081025419297,0.01215103843505011,1754744136.2129045
0.9766,0.1136,0.023438470960482682,0.0030081451699174254,-0.0005392192197937263,0.02590739691060638,0.011719235480241341,1754744136.233126
0.97708,0.1137,0.022462454940987975,0.003010419797242266,-0.0006406105738016523,0.02483226416442859,0.011231227470493987,1754744136.2533786
0.97772,0.11369,0.021192148580734038,0.0030125618731031345,-0.0006406105738016523,0.02356409988003552,0.010596074290367019,1754744136.2735944
0.9784,0.11372,0.019833638202167214,0.003014572070448852,-0.0007228782805483595,0.022125331992067707,0.009916819101083607,1754744136.293865
0.97913,0.11377,0.018371383465213165,0.0030164353999166107,-0.0009425618959627544,0.020445256969167023,0.009185691732606582,1754744136.31415
0.97985,0.11379,0.016935486959273827,0.0030181545058583304,-0.001005282021182592,0.018948359443949563,0.008467743479636913,1754744136.334452
0.98052,0.11383,0.015594679209828932,0.0030197319305279684,-0.001005282021182592,0.017609129119174307,0.007797339604914466,1754744136.3546822
0.98124,0.11386,0.01415660594595447,0.0030211634363265056,-0.0010609122143544582,0.016116857167926518,0.007078302972977235,1754744136.374906
