timestamp,position,tof1,marker,yaw_gimbal
1755340606.16453,"1.198,-0.765",1534,2,-0.05
1755340606.1645114,"1.198,-0.765",1534,2,180.0
1755340606.1801093,"1.198,-0.765",1534,2,180.0
1755340606.1804101,"1.198,-0.765",1534,2,180.0
1755340606.1804738,"1.198,-0.765",1534,2,180.0
1755340606.1812868,"1.198,-0.765",1534,2,180.0
1755340606.1813157,"1.198,-0.765",1534,2,-0.06
1755340606.2006373,"1.198,-0.765",1534,2,180.0
1755340606.2006664,"1.198,-0.765",1533,2,180.0
1755340606.2007468,"1.198,-0.765",1533,2,-0.03
1755340606.200712,"1.198,-0.765",1533,2,180.0
1755340606.2200477,"1.198,-0.765",1533,2,180.0
1755340606.2203224,"1.198,-0.765",1533,2,180.0
1755340606.220542,"1.198,-0.765",1533,2,-0.05
1755340606.2205226,"1.198,-0.765",1533,2,180.0
1755340606.2406743,"1.198,-0.765",1533,2,180.0
1755340606.2407215,"1.198,-0.765",1533,2,180.0
1755340606.2410274,"1.198,-0.765",1533,2,-0.05
1755340606.241,"1.198,-0.765",1533,2,180.0
1755340606.2604332,"1.198,-0.765",1534,2,180.0
1755340606.2607253,"1.198,-0.765",1534,2,-0.03
1755340606.2606242,"1.198,-0.765",1534,2,180.0
1755340606.2604015,"1.198,-0.765",1533,2,180.0
1755340606.429367,"1.198,-0.765",1534,2,180.0
1755340606.4299703,"1.198,-0.766",1534,2,-0.06
1755340606.4298851,"1.198,-0.765",1534,2,180.0
1755340606.4299412,"1.198,-0.766",1534,2,180.0
1755340606.430491,"1.198,-0.766",1534,2,180.0
1755340606.4305725,"1.198,-0.766",1534,2,-0.03
1755340606.4311767,"1.198,-0.766",1534,2,-0.03
1755340606.4315078,"1.198,-0.766",1534,2,180.0
1755340606.43149,"1.198,-0.766",1534,2,-0.05
1755340606.4322877,"1.198,-0.766",1534,2,-0.03
1755340606.432068,"1.198,-0.766",1534,2,180.0
1755340606.4322248,"1.198,-0.766",1534,2,180.0
1755340606.4327488,"1.198,-0.766",1534,2,180.0
1755340606.432326,"1.198,-0.766",1534,2,180.0
1755340606.4329312,"1.198,-0.766",1534,2,-0.05
1755340606.4334202,"1.198,-0.766",1534,2,-0.02
1755340606.4327242,"1.198,-0.766",1534,2,180.0
1755340606.4333344,"1.198,-0.766",1534,2,180.0
1755340606.4400752,"1.198,-0.766",1534,2,-0.02
1755340606.4407125,"1.198,-0.766",1534,2,180.0
1755340606.440633,"1.198,-0.766",1534,2,-0.05
1755340606.4610424,"1.198,-0.766",1534,2,-0.03
1755340606.4607642,"1.198,-0.766",1534,2,180.0
1755340606.4609938,"1.198,-0.766",1534,2,180.0
1755340606.480449,"1.198,-0.766",1534,2,180.0
1755340606.480392,"1.198,-0.766",1534,2,180.0
1755340606.4810135,"1.198,-0.766",1534,2,180.0
1755340606.481177,"1.198,-0.766",1534,2,-0.03
1755340606.5001037,"1.198,-0.766",1534,2,-0.03
1755340606.500135,"1.198,-0.766",1534,2,-0.03
1755340606.5006819,"1.198,-0.766",1534,2,180.0
1755340606.500163,"1.198,-0.766",1534,2,-0.04
1755340606.5200737,"1.198,-0.766",1534,2,180.0
1755340606.5204237,"1.198,-0.765",1534,2,180.0
1755340606.520401,"1.198,-0.765",1534,2,-0.02
1755340606.520378,"1.198,-0.765",1534,2,180.0
1755340606.694741,"1.198,-0.765",1534,2,180.0
1755340606.6950889,"1.198,-0.765",1534,2,180.0
1755340606.6951287,"1.198,-0.765",1534,2,-0.02
1755340606.6960042,"1.198,-0.765",1534,2,180.0
1755340606.6962276,"1.198,-0.765",1536,2,180.0
1755340606.6964245,"1.198,-0.765",1536,2,-0.02
1755340606.696278,"1.198,-0.765",1536,2,180.0
1755340606.696777,"1.198,-0.765",1536,2,180.0
1755340606.696822,"1.198,-0.765",1536,2,180.0
1755340606.6968415,"1.198,-0.765",1536,2,-0.04
1755340606.6967974,"1.198,-0.765",1536,2,180.0
1755340606.6974902,"1.198,-0.765",1539,2,-0.04
1755340606.6973717,"1.198,-0.765",1539,2,180.0
1755340606.6973944,"1.198,-0.765",1539,2,180.0
1755340606.6973546,"1.198,-0.765",1536,2,180.0
1755340606.697998,"1.198,-0.765",1539,2,-0.04
1755340606.698039,"1.198,-0.765",1539,2,180.0
1755340606.6980126,"1.198,-0.765",1539,2,-0.02
1755340606.6981132,"1.198,-0.765",1539,2,180.0
1755340606.6987166,"1.198,-0.765",1539,2,-0.02
1755340606.6986961,"1.198,-0.765",1539,2,180.0
1755340606.6992228,"1.198,-0.765",1539,2,-0.03
1755340606.6989944,"1.198,-0.765",1539,2,180.0
1755340606.6991134,"1.198,-0.765",1539,2,180.0
1755340606.699512,"1.198,-0.765",1539,2,180.0
1755340606.699613,"1.198,-0.765",1537,2,180.0
1755340606.6999173,"1.198,-0.765",1537,2,180.0
1755340606.7001936,"1.198,-0.765",1537,2,-0.03
1755340606.7242277,"1.198,-0.765",1537,2,180.0
1755340606.7246044,"1.198,-0.765",1537,2,180.0
1755340606.7249997,"1.198,-0.765",1537,2,180.0
1755340606.7250767,"1.198,-0.765",1537,2,-0.05
1755340606.7407405,"1.198,-0.765",1537,2,180.0
1755340606.7407086,"1.198,-0.765",1537,2,180.0
1755340606.7410202,"1.198,-0.765",1537,2,180.0
1755340606.7410927,"1.198,-0.765",1537,2,-0.02
1755340606.760565,"1.198,-0.765",1537,2,180.0
1755340606.7607715,"1.198,-0.765",1537,2,180.0
1755340606.76108,"1.198,-0.766",1537,2,-0.05
1755340606.7609022,"1.198,-0.766",1537,2,180.0
1755340606.7804627,"1.198,-0.766",1537,2,180.0
1755340606.780565,"1.198,-0.766",1537,2,180.0
1755340606.7805147,"1.198,-0.766",1537,2,180.0
1755340606.7808712,"1.198,-0.766",1537,2,-0.02
1755340606.963843,"1.198,-0.766",1535,2,180.0
1755340606.963881,"1.198,-0.766",1535,2,180.0
1755340606.963984,"1.198,-0.766",1535,2,-0.03
1755340606.9638145,"1.198,-0.766",1537,2,180.0
1755340606.9651,"1.198,-0.766",1535,2,180.0
1755340606.9655466,"1.198,-0.766",1535,2,180.0
1755340606.9655166,"1.198,-0.766",1535,2,180.0
1755340606.965568,"1.198,-0.766",1535,2,-0.04
1755340606.966035,"1.198,-0.766",1534,2,180.0
1755340606.9663084,"1.198,-0.765",1534,2,180.0
1755340606.9660006,"1.198,-0.766",1535,2,180.0
1755340606.9663525,"1.198,-0.765",1534,2,-0.01
1755340606.966997,"1.198,-0.765",1534,2,-0.05
1755340606.9670317,"1.198,-0.765",1534,2,180.0
1755340606.9671757,"1.198,-0.765",1534,2,180.0
1755340606.967153,"1.198,-0.765",1534,2,180.0
1755340606.9673254,"1.198,-0.765",1534,2,-0.02
1755340606.9715528,"1.198,-0.765",1534,2,180.0
1755340606.971803,"1.198,-0.765",1534,2,180.0
1755340606.9719744,"1.198,-0.765",1534,2,180.0
1755340606.9721403,"1.198,-0.765",1534,2,-0.03
1755340606.9729297,"1.198,-0.765",1534,2,180.0
1755340606.9733348,"1.198,-0.765",1535,2,-0.04
1755340606.973314,"1.198,-0.765",1535,2,180.0
1755340606.9732862,"1.198,-0.765",1535,2,180.0
1755340606.9738214,"1.198,-0.765",1535,2,180.0
1755340606.9739194,"1.198,-0.765",1535,2,-0.02
1755340606.97406,"1.198,-0.765",1535,2,180.0
1755340606.9738429,"1.198,-0.765",1535,2,180.0
1755340606.9738688,"1.198,-0.765",1535,2,180.0
1755340606.980394,"1.198,-0.765",1535,2,180.0
1755340606.9806204,"1.198,-0.765",1535,2,180.0
1755340606.9815545,"1.198,-0.765",1535,2,-0.05
1755340606.9821074,"1.198,-0.765",1535,2,180.0
1755340606.9984841,"1.198,-0.765",1535,2,180.0
1755340606.998896,"1.198,-0.765",1535,2,-0.01
1755340606.9988773,"1.198,-0.765",1535,2,180.0
1755340606.9991705,"1.198,-0.765",1535,2,180.0
1755340606.9999895,"1.198,-0.765",1535,2,180.0
1755340607.0002878,"1.198,-0.765",1535,2,-0.04
1755340607.000271,"1.198,-0.765",1535,2,180.0
1755340607.0200958,"1.198,-0.765",1535,2,180.0
1755340607.0203733,"1.198,-0.765",1535,2,180.0
1755340607.020346,"1.198,-0.765",1535,2,180.0
1755340607.0206337,"1.198,-0.765",1535,2,-0.03
1755340607.040186,"1.198,-0.765",1535,2,180.0
1755340607.0405118,"1.198,-0.765",1539,2,180.0
1755340607.0406563,"1.198,-0.765",1539,2,-0.02
1755340607.0404758,"1.198,-0.765",1539,2,180.0
1755340607.0607553,"1.198,-0.765",1539,2,180.0
1755340607.230604,"1.198,-0.765",1539,2,-0.05
1755340607.230517,"1.198,-0.765",1539,2,180.0
1755340607.2305574,"1.198,-0.765",1539,2,180.0
1755340607.2311683,"1.198,-0.765",1539,2,179.8
1755340607.2330523,"1.198,-0.765",1539,2,179.8
1755340607.2333982,"1.198,-0.766",1539,2,-0.01
1755340607.2333522,"1.198,-0.766",1539,2,179.8
1755340607.234178,"1.198,-0.766",1535,2,178.6
1755340607.2343004,"1.198,-0.766",1535,2,-0.02
1755340607.234244,"1.198,-0.766",1535,2,178.6
1755340607.2341092,"1.198,-0.766",1539,2,178.6
1755340607.2376084,"1.198,-0.766",1535,2,175.7
1755340607.2380118,"1.198,-0.766",1535,2,175.7
1755340607.238062,"1.198,-0.766",1535,2,175.7
1755340607.2384226,"1.198,-0.766",1535,2,171.5
1755340607.2382808,"1.198,-0.766",1535,2,-0.01
1755340607.241671,"1.198,-0.766",1535,2,171.5
1755340607.2434924,"1.198,-0.766",1535,2,0.02
1755340607.2463086,"1.198,-0.766",1535,2,165.7
1755340607.2481763,"1.198,-0.766",1530,2,165.7
1755340607.2482023,"1.199,-0.766",1530,2,165.7
1755340607.2482347,"1.199,-0.766",1530,2,-0.0
1755340607.2483401,"1.199,-0.766",1530,2,140.4
1755340607.2598612,"1.199,-0.766",1530,2,-0.01
1755340607.2607372,"1.199,-0.766",1530,2,118.9
1755340607.2606742,"1.199,-0.766",1530,2,118.9
1755340607.2604017,"1.199,-0.766",1530,2,118.9
1755340607.2607903,"1.199,-0.766",1530,2,-0.03
1755340607.2803733,"1.199,-0.766",1530,2,109.0
1755340607.2809935,"1.199,-0.766",873,2,109.0
1755340607.2807667,"1.199,-0.766",873,2,109.0
1755340607.2810576,"1.199,-0.766",873,2,-0.01
1755340607.3011498,"1.199,-0.766",873,2,97.5
1755340607.3203154,"1.199,-0.766",441,2,97.5
1755340607.320596,"1.198,-0.766",441,2,97.5
1755340607.3219712,"1.198,-0.766",441,2,-0.02
1755340607.3222535,"1.198,-0.766",441,2,87.2
1755340607.3222344,"1.198,-0.766",441,2,87.2
1755340607.3225062,"1.198,-0.766",441,2,87.2
1755340607.4991353,"1.198,-0.766",441,2,-0.04
1755340607.500091,"1.198,-0.766",441,2,77.0
1755340607.500259,"1.198,-0.766",233,2,77.0
1755340607.5004492,"1.198,-0.766",233,2,77.0
1755340607.500719,"1.198,-0.766",233,2,-0.02
1755340607.5014734,"1.198,-0.766",233,2,66.3
1755340607.5014472,"1.198,-0.766",233,2,66.3
1755340607.5014234,"1.198,-0.766",233,2,66.3
1755340607.5018358,"1.198,-0.766",233,2,-0.05
1755340607.5018654,"1.198,-0.766",233,2,55.7
1755340607.501989,"1.198,-0.766",233,2,55.7
1755340607.502331,"1.198,-0.766",233,2,55.7
1755340607.5026073,"1.198,-0.766",233,2,-0.03
1755340607.5028427,"1.198,-0.766",233,2,45.5
1755340607.5032341,"1.198,-0.766",203,2,45.5
1755340607.5032635,"1.198,-0.766",203,2,45.5
1755340607.5035942,"1.198,-0.766",203,2,35.2
1755340607.503282,"1.198,-0.766",203,2,-0.04
1755340607.5041585,"1.198,-0.766",203,2,35.2
1755340607.5040662,"1.198,-0.766",203,2,35.2
1755340607.5043921,"1.198,-0.766",203,2,25.2
1755340607.504878,"1.198,-0.766",203,2,16.5
1755340607.5048468,"1.198,-0.766",203,2,-0.04
1755340607.5047898,"1.198,-0.766",203,2,25.2
1755340607.5060246,"1.198,-0.766",203,2,16.5
1755340607.5063412,"1.197,-0.766",203,2,-0.09
1755340607.506322,"1.197,-0.766",203,2,16.5
1755340607.5067065,"1.197,-0.766",203,2,9.0
1755340607.5068867,"1.197,-0.766",203,2,9.0
1755340607.5071075,"1.197,-0.766",203,2,9.0
1755340607.5071318,"1.197,-0.766",203,2,-0.13
1755340607.5235672,"1.197,-0.766",203,2,3.3
1755340607.5238976,"1.197,-0.766",979,2,3.3
1755340607.524138,"1.197,-0.766",979,2,3.3
1755340607.5242553,"1.197,-0.766",979,2,-0.13
1755340607.5404112,"1.197,-0.766",979,2,-0.7
1755340607.540665,"1.197,-0.766",979,2,-0.7
1755340607.5410063,"1.198,-0.766",979,2,-0.7
1755340607.5411286,"1.198,-0.766",979,2,-0.18
1755340607.5601206,"1.198,-0.766",979,2,-3.6
1755340607.5609112,"1.198,-0.766",979,2,-0.19
1755340607.5608137,"1.198,-0.766",979,2,-3.6
1755340607.5608716,"1.198,-0.766",979,2,-3.6
1755340607.581253,"1.198,-0.766",979,2,-0.71
1755340607.5805428,"1.198,-0.766",979,2,-5.0
1755340607.5810957,"1.198,-0.766",979,2,-5.0
1755340607.5809557,"1.198,-0.766",979,2,-5.0
1755340607.6007276,"1.198,-0.765",979,2,-4.1
1755340607.600441,"1.198,-0.766",979,2,-4.1
1755340607.600776,"1.198,-0.765",979,2,-1.65
1755340607.6006653,"1.198,-0.766",979,2,-4.1
1755340607.7485251,"1.199,-0.764",939,2,-2.0
1755340607.7482808,"1.198,-0.765",979,2,-2.0
1755340607.7485704,"1.199,-0.764",939,2,-1.78
1755340607.748472,"1.198,-0.765",939,2,-2.0
1755340607.7490857,"1.199,-0.764",939,2,-0.3
1755340607.7492871,"1.199,-0.764",939,2,-0.3
1755340607.7495964,"1.199,-0.764",939,2,-0.3
1755340607.7498639,"1.199,-0.764",939,2,-1.35
1755340607.749917,"1.199,-0.764",939,2,0.0
1755340607.7504334,"1.199,-0.765",939,2,0.0
1755340607.7504544,"1.199,-0.765",939,2,-1.12
1755340607.7501862,"1.199,-0.764",939,2,0.0
1755340607.7510247,"1.199,-0.765",939,2,-0.7
1755340607.7511709,"1.198,-0.765",939,2,-1.09
1755340607.7510674,"1.198,-0.765",939,2,-0.7
1755340607.751047,"1.199,-0.765",939,2,-0.7
1755340607.7512662,"1.198,-0.765",939,2,-0.7
1755340607.751763,"1.198,-0.765",949,2,-0.7
1755340607.751741,"1.198,-0.765",949,2,-0.7
1755340607.751849,"1.198,-0.765",949,2,-0.95
1755340607.751982,"1.198,-0.765",949,2,-0.8
1755340607.752101,"1.198,-0.765",949,2,-0.8
1755340607.7545033,"1.198,-0.765",949,2,-0.8
1755340607.7547843,"1.198,-0.765",949,2,-0.93
1755340607.7553654,"1.198,-0.765",949,2,-0.9
1755340607.7555535,"1.198,-0.765",950,2,-0.82
1755340607.75551,"1.198,-0.765",950,2,-0.9
1755340607.7554085,"1.198,-0.765",950,2,-0.9
1755340607.7807472,"1.198,-0.765",950,2,-0.9
1755340607.780798,"1.198,-0.765",950,2,-0.9
1755340607.7805686,"1.198,-0.765",950,2,-0.9
1755340607.7808537,"1.198,-0.765",950,2,-0.77
1755340607.8000584,"1.198,-0.765",950,2,-1.0
1755340607.8004029,"1.198,-0.765",950,2,-1.0
1755340607.800502,"1.198,-0.765",950,2,-0.78
1755340607.8003106,"1.198,-0.765",950,2,-1.0
1755340607.8209667,"1.198,-0.765",950,2,-0.9
1755340607.8212519,"1.198,-0.765",950,2,-0.9
1755340607.8215785,"1.198,-0.765",950,2,-0.9
1755340607.821616,"1.198,-0.765",950,2,-0.89
1755340607.840149,"1.198,-0.765",950,2,-0.8
1755340607.8404903,"1.198,-0.765",950,2,-0.8
1755340607.8406515,"1.198,-0.765",950,2,-0.8
1755340607.840682,"1.198,-0.765",950,2,-0.85
1755340607.8506148,"1.198,-0.765",950,2,-0.9
1755340608.065992,"1.198,-0.765",952,2,-0.9
1755340608.0660417,"1.198,-0.765",952,2,-0.77
1755340608.0659454,"1.198,-0.765",952,2,-0.9
1755340608.0665193,"1.198,-0.765",952,2,-0.9
1755340608.0667763,"1.198,-0.765",952,2,-0.9
1755340608.0673063,"1.198,-0.765",952,2,-0.9
1755340608.067547,"1.198,-0.765",952,2,-0.8
1755340608.0680077,"1.198,-0.765",952,2,-0.9
1755340608.0678244,"1.198,-0.765",952,2,-0.9
1755340608.06809,"1.198,-0.765",952,2,-0.9
1755340608.068283,"1.198,-0.765",952,2,-0.77
1755340608.0688066,"1.198,-0.765",952,2,-0.77
1755340608.068961,"1.198,-0.765",952,2,-0.78
1755340608.068837,"1.198,-0.765",952,2,-0.77
1755340608.069175,"1.198,-0.765",952,2,-0.9
1755340608.0696416,"1.198,-0.765",952,2,-0.9
1755340608.069968,"1.198,-0.765",952,2,-0.9
1755340608.0698667,"1.198,-0.765",952,2,-0.77
1755340608.0699906,"1.198,-0.765",952,2,-0.9
1755340608.0702589,"1.198,-0.765",952,2,-0.9
1755340608.0705416,"1.198,-0.765",952,2,-0.9
1755340608.0705588,"1.198,-0.765",952,2,-0.79
1755340608.0709093,"1.198,-0.765",950,2,-0.9
1755340608.0708897,"1.198,-0.765",952,2,-0.9
1755340608.0709321,"1.198,-0.765",950,2,-0.9
1755340608.0711658,"1.198,-0.765",950,2,-0.77
1755340608.0712883,"1.198,-0.765",950,2,-0.9
1755340608.0717776,"1.198,-0.765",950,2,-0.9
1755340608.0717561,"1.198,-0.765",950,2,-0.9
1755340608.0718293,"1.198,-0.765",950,2,-0.9
1755340608.0718017,"1.198,-0.765",950,2,-0.77
1755340608.0723283,"1.198,-0.765",950,2,-0.9
1755340608.072505,"1.198,-0.765",950,2,-0.79
1755340608.0729253,"1.198,-0.765",950,2,-0.9
1755340608.0729084,"1.198,-0.765",950,2,-0.9
1755340608.0729709,"1.198,-0.765",950,2,-0.9
1755340608.074903,"1.198,-0.765",950,2,-0.76
1755340608.0752614,"1.198,-0.765",950,2,-0.9
1755340608.0755644,"1.198,-0.765",950,2,-0.9
1755340608.075826,"1.198,-0.765",950,2,-0.9
1755340608.0761023,"1.198,-0.765",950,2,-0.78
1755340608.1006925,"1.198,-0.765",954,2,-0.9
1755340608.1007974,"1.198,-0.765",954,2,-0.77
1755340608.100509,"1.198,-0.765",950,2,-0.9
1755340608.1007485,"1.198,-0.765",954,2,-0.9
1755340608.1158392,"1.198,-0.765",954,2,-0.9
1755340608.1159039,"1.198,-0.765",954,2,-0.9
1755340608.1164045,"1.198,-0.765",954,2,-0.9
1755340608.1164572,"1.198,-0.765",954,2,-0.76
1755340608.1400437,"1.198,-0.765",954,2,-0.9
1755340608.140426,"1.198,-0.765",954,2,-0.78
1755340608.140402,"1.198,-0.765",954,2,-0.9
1755340608.1403735,"1.198,-0.765",954,2,-0.9
1755340608.1570299,"1.198,-0.765",952,2,-0.9
1755340608.1573079,"1.198,-0.765",952,2,-0.9
1755340608.1568916,"1.198,-0.765",954,2,-0.9
1755340608.1574776,"1.198,-0.765",952,2,-0.76
1755340608.1803038,"1.198,-0.765",952,2,-0.9
1755340608.1807277,"1.198,-0.765",952,2,-0.9
1755340608.1806896,"1.198,-0.765",952,2,-0.9
1755340608.180769,"1.198,-0.765",952,2,-0.77
1755340608.2003484,"1.198,-0.765",952,2,-0.9
1755340608.2010355,"1.198,-0.765",952,2,-0.9
1755340608.2010043,"1.198,-0.765",952,2,-0.9
1755340608.2010803,"1.198,-0.765",952,2,-0.76
1755340608.2207217,"1.198,-0.765",952,2,-0.9
1755340608.221005,"1.198,-0.765",952,2,-0.9
1755340608.2210865,"1.198,-0.765",952,2,-0.9
1755340608.221438,"1.198,-0.765",952,2,-0.75
1755340608.2407787,"1.198,-0.765",952,2,-0.9
1755340608.2408233,"1.198,-0.765",952,2,-0.9
1755340608.240748,"1.198,-0.765",952,2,-0.9
1755340608.2409143,"1.198,-0.765",952,2,-0.77
1755340608.260231,"1.198,-0.765",952,2,-0.9
1755340608.2606049,"1.198,-0.765",952,2,-0.9
1755340608.2609131,"1.198,-0.765",952,2,-0.74
1755340608.2606876,"1.198,-0.765",952,2,-0.9
1755340608.2807553,"1.198,-0.765",952,2,-0.9
1755340608.280701,"1.198,-0.765",952,2,-0.9
1755340608.300276,"1.199,-0.765",952,2,-0.9
1755340608.3004253,"1.199,-0.765",952,2,-0.76
1755340608.3007815,"1.199,-0.765",951,2,-0.9
1755340608.3007522,"1.199,-0.765",952,2,-0.9
1755340608.32022,"1.199,-0.765",951,2,-0.9
1755340608.3212059,"1.199,-0.765",951,2,-0.74
1755340608.3219397,"1.199,-0.765",951,2,-0.9
1755340608.3403149,"1.199,-0.765",951,2,-0.9
1755340608.339847,"1.199,-0.765",951,2,-0.9
1755340608.340391,"1.199,-0.765",951,2,-0.73
1755340608.3410585,"1.199,-0.765",951,2,-0.9
1755340608.3606877,"1.199,-0.765",951,2,-1.0
1755340608.3807478,"1.199,-0.765",951,2,-0.69
1755340608.3808384,"1.199,-0.765",951,2,-1.0
1755340608.3806431,"1.199,-0.765",951,2,-1.0
1755340608.3807092,"1.199,-0.765",951,2,-1.0
1755340608.4001863,"1.199,-0.765",951,2,-1.0
1755340608.400552,"1.199,-0.765",951,2,-1.0
1755340608.4007115,"1.199,-0.765",951,2,-0.69
1755340608.4206343,"1.199,-0.765",951,2,-1.0
1755340608.4219897,"1.199,-0.765",951,2,-1.0
1755340608.4220123,"1.199,-0.765",951,2,-1.0
1755340608.4222622,"1.199,-0.765",951,2,-0.69
1755340608.4398026,"1.199,-0.765",951,2,-1.0
1755340608.4402652,"1.198,-0.765",951,2,-1.0
1755340608.4401758,"1.199,-0.765",951,2,-1.0
1755340608.440305,"1.198,-0.765",951,2,-0.67
1755340608.4601595,"1.198,-0.765",951,2,-0.67
1755340608.4604294,"1.198,-0.765",951,2,-0.67
1755340608.4605355,"1.198,-0.765",951,2,-0.68
1755340608.4607303,"1.198,-0.765",951,2,-1.0
1755340608.480174,"1.198,-0.765",951,2,-1.0
1755340608.480499,"1.198,-0.765",951,2,-0.65
1755340608.4804559,"1.198,-0.765",951,2,-1.0
1755340608.48082,"1.198,-0.765",951,2,-1.0
1755340608.500215,"1.198,-0.765",951,2,-1.0
1755340608.500576,"1.198,-0.765",951,2,-1.0
1755340608.5006347,"1.198,-0.765",951,2,-0.62
1755340608.5008013,"1.198,-0.765",951,2,-1.0
1755340608.5225298,"1.198,-0.765",952,2,-1.0
1755340608.522842,"1.198,-0.765",952,2,-0.64
1755340608.5228138,"1.198,-0.765",952,2,-1.0
1755340608.540125,"1.198,-0.765",952,2,-1.1
1755340608.5404239,"1.198,-0.765",952,2,-1.1
1755340608.540559,"1.198,-0.765",952,2,-1.1
1755340608.5408282,"1.198,-0.765",952,2,-0.6
1755340608.5412157,"1.198,-0.765",952,2,-1.1
1755340608.5601292,"1.198,-0.765",952,2,-1.1
1755340608.5607295,"1.198,-0.765",952,2,-1.1
1755340608.560766,"1.198,-0.765",952,2,-0.6
1755340608.5610623,"1.198,-0.765",952,2,-1.1
1755340608.5805032,"1.198,-0.765",952,2,-1.1
1755340608.58096,"1.198,-0.765",952,2,-1.0
1755340608.5809278,"1.198,-0.765",952,2,-0.6
1755340608.5803254,"1.198,-0.765",952,2,-1.1
1755340608.6004312,"1.198,-0.765",952,2,-1.0
1755340608.600854,"1.198,-0.765",952,2,-1.0
1755340608.6010728,"1.198,-0.765",952,2,-0.6
1755340608.60114,"1.198,-0.765",952,2,-1.1
1755340608.6214776,"1.198,-0.765",952,2,-1.1
1755340608.6216934,"1.198,-0.765",952,2,-1.1
1755340608.621967,"1.198,-0.765",952,2,-0.59
1755340608.639946,"1.198,-0.765",952,2,-1.1
1755340608.6401641,"1.198,-0.765",952,2,-1.1
1755340608.6406043,"1.198,-0.765",952,2,-0.58
1755340608.6406345,"1.198,-0.765",952,2,-1.2
1755340608.640588,"1.198,-0.765",952,2,-1.1
1755340608.6602986,"1.198,-0.765",952,2,-1.2
1755340608.6604583,"1.198,-0.765",952,2,-1.2
1755340608.6610184,"1.198,-0.765",952,2,-1.2
1755340608.6608934,"1.198,-0.765",952,2,-0.5
1755340608.680747,"1.198,-0.766",952,2,-1.2
1755340608.6802437,"1.198,-0.765",952,2,-1.2
1755340608.6809502,"1.198,-0.766",952,2,-0.48
1755340608.6813624,"1.198,-0.766",952,2,-1.2
1755340608.7004714,"1.198,-0.766",952,2,-1.2
1755340608.7002463,"1.198,-0.766",952,2,-1.2
1755340608.7005134,"1.198,-0.766",952,2,-0.46
1755340608.7005708,"1.198,-0.766",952,2,-1.2
1755340608.7203279,"1.198,-0.766",953,2,-1.2
1755340608.7201505,"1.198,-0.766",953,2,-1.2
1755340608.720673,"1.198,-0.766",953,2,-0.42
1755340608.7405875,"1.198,-0.766",953,2,-1.3
1755340608.740648,"1.198,-0.766",953,2,-1.3
1755340608.740761,"1.198,-0.766",953,2,-0.39
1755340608.7402604,"1.198,-0.766",953,2,-1.3
1755340608.7548144,"1.198,-0.766",953,2,-1.4
1755340608.7548647,"1.198,-0.766",953,2,-1.4
1755340608.7550287,"1.198,-0.766",953,2,-1.4
1755340608.7553163,"1.198,-0.766",953,2,-0.29
1755340608.7801883,"1.198,-0.766",953,2,-1.4
1755340608.7806132,"1.198,-0.767",953,2,-0.26
1755340608.7805517,"1.198,-0.766",953,2,-1.4
1755340608.7805877,"1.198,-0.767",953,2,-1.4
1755340608.8001208,"1.198,-0.767",953,2,-1.4
1755340608.8006716,"1.198,-0.766",953,2,-1.4
1755340608.8007088,"1.198,-0.766",953,2,-0.23
1755340608.8004773,"1.198,-0.767",953,2,-1.4
1755340608.8211484,"1.198,-0.766",953,2,-1.4
1755340608.8214529,"1.198,-0.766",952,2,-1.4
1755340608.8215053,"1.198,-0.766",952,2,-1.4
1755340608.8215616,"1.198,-0.766",952,2,-0.15
1755340608.840938,"1.198,-0.766",952,2,-1.5
1755340608.8407443,"1.198,-0.766",952,2,-1.5
1755340608.840873,"1.198,-0.766",952,2,-1.5
1755340608.8411198,"1.198,-0.766",952,2,-0.15
1755340608.860113,"1.198,-0.766",952,2,-1.5
1755340608.8602808,"1.198,-0.766",945,2,-1.5
1755340608.8606205,"1.198,-0.766",945,2,-1.5
1755340608.8609908,"1.198,-0.766",945,2,-0.11
1755340608.8805492,"1.198,-0.766",945,2,-1.6
1755340608.8804953,"1.198,-0.766",945,2,-1.6
1755340608.8810227,"1.198,-0.766",945,2,-0.02
1755340608.88099,"1.198,-0.766",945,2,-1.6
1755340608.9000633,"1.198,-0.766",945,2,-1.8
1755340608.9004574,"1.198,-0.766",945,2,-1.8
1755340608.900526,"1.197,-0.766",945,2,-1.8
1755340608.9008448,"1.197,-0.766",945,2,0.1
1755340608.9130545,"1.197,-0.766",945,2,-2.0
1755340608.913419,"1.197,-0.766",945,2,-2.0
1755340608.9135096,"1.197,-0.766",945,2,0.23
1755340608.9134524,"1.197,-0.766",945,2,-2.0
1755340608.9400542,"1.197,-0.766",945,2,-2.0
1755340608.9407277,"1.197,-0.766",945,2,-2.0
1755340608.9407477,"1.197,-0.766",945,2,0.37
1755340608.940705,"1.197,-0.766",945,2,-2.0
1755340608.9575768,"1.197,-0.766",943,2,-2.1
1755340608.957522,"1.197,-0.766",945,2,-2.1
1755340608.957698,"1.197,-0.766",943,2,-2.1
1755340608.9580495,"1.197,-0.766",943,2,0.46
1755340608.9804368,"1.197,-0.766",943,2,-2.1
1755340609.000331,"1.197,-0.766",943,2,-2.1
1755340609.001672,"1.197,-0.766",943,2,-2.1
1755340609.0016024,"1.197,-0.766",943,2,-2.1
1755340609.0016289,"1.197,-0.766",943,2,0.45
1755340609.0211394,"1.197,-0.766",943,2,-2.1
