timestamp,position,tof1,marker,yaw_gimbal
1755340476.9332383,"0.000,-0.000",4907,,1.1
1755340476.9324987,"0.000,-0.000",4907,,1.1
1755340476.933178,"0.000,-0.000",4907,,-3.75
1755340476.9523907,"0.000,-0.000",4907,,1.1
1755340476.9528286,"0.000,-0.000",4907,,1.1
1755340476.9531848,"0.000,-0.000",4907,,-3.75
1755340476.9532213,"0.000,-0.000",4907,,1.1
1755340476.9690466,"0.000,-0.000",4889,,1.1
1755340476.9698813,"0.000,-0.000",4889,,1.1
1755340476.972322,"0.000,-0.000",4889,,-3.74
1755340476.972542,"0.000,-0.000",4889,,1.1
1755340476.9924781,"0.000,-0.000",4889,,1.1
1755340476.9930418,"0.000,-0.000",4889,,1.1
1755340476.992868,"0.000,-0.000",4889,,1.1
1755340476.993024,"0.000,-0.000",4889,,-3.75
1755340477.0108783,"0.000,-0.000",4889,,1.1
1755340477.0109293,"0.000,-0.000",4889,,1.1
1755340477.011365,"0.000,-0.000",4889,,-3.75
1755340477.0114052,"0.000,-0.000",4889,,1.1
1755340477.0325718,"0.000,-0.000",4876,,1.1
1755340477.0331235,"0.000,-0.000",4876,,1.1
1755340477.0331585,"0.000,-0.000",4876,,-3.75
1755340477.0331817,"0.000,-0.000",4876,,1.1
1755340477.0538783,"0.000,-0.000",4876,,1.1
1755340477.054285,"0.000,-0.000",4876,,-3.74
1755340477.054625,"0.000,-0.000",4876,,1.1
1755340477.0539427,"0.000,-0.000",4876,,1.1
1755340477.0739994,"0.000,-0.000",4894.0,,1.1
1755340477.0740445,"0.000,-0.000",4894.0,,1.1
1755340477.0742009,"0.000,-0.000",4894.0,,1.1
1755340477.0741794,"0.000,-0.000",4894.0,,-3.75
1755340477.0939505,"0.000,-0.000",4894.0,,1.1
1755340477.0939815,"0.000,-0.000",4894.0,,-3.75
1755340477.0937858,"0.000,-0.000",4894.0,,1.1
1755340477.0941048,"0.000,-0.000",4894.0,,1.1
1755340477.1134737,"0.000,-0.000",4894,,1.1
1755340477.114092,"0.000,-0.000",4894,,-3.75
1755340477.1141253,"0.000,-0.000",4894,,1.1
1755340477.1140537,"0.000,-0.000",4894,,1.1
1755340477.1337264,"0.000,-0.000",4894.0,,1.1
1755340477.1337779,"0.000,-0.000",4894.0,,1.1
1755340477.1340125,"0.000,-0.000",4894.0,,1.1
1755340477.1339548,"0.000,-0.000",4894.0,,-3.75
1755340477.1533287,"0.000,-0.000",4894,,1.1
1755340477.1536329,"0.000,-0.000",4894,,-3.74
1755340477.1536078,"0.000,-0.000",4894,,1.1
1755340477.1538641,"0.000,-0.000",4894,,1.1
1755340477.1739826,"0.000,-0.000",4873,,1.1
1755340477.1740339,"0.000,-0.000",4873,,-3.75
1755340477.1739342,"0.000,-0.000",4873,,1.1
1755340477.174242,"0.000,-0.000",4873,,1.1
1755340477.193505,"0.000,-0.000",4873,,1.1
1755340477.194133,"0.000,-0.000",4873,,1.1
1755340477.1942112,"0.000,-0.000",4873,,-3.74
1755340477.194276,"0.000,-0.000",4873,,1.1
1755340477.2138348,"0.000,-0.000",4873,,1.1
1755340477.214191,"0.000,-0.000",4873,,1.1
1755340477.2146916,"0.000,-0.000",4873,,1.1
1755340477.2144253,"0.000,-0.000",4873,,-3.74
1755340477.2327902,"0.000,-0.000",4873,,1.1
1755340477.2335083,"0.000,-0.000",4873,,1.1
1755340477.2336326,"0.000,-0.000",4873,,1.1
1755340477.233547,"0.000,-0.000",4873,,-3.75
1755340477.2540696,"0.000,-0.000",4873,,1.1
1755340477.253841,"0.000,-0.000",4873,,1.1
1755340477.254531,"0.000,-0.000",4873,,-3.75
1755340477.254583,"0.000,-0.000",4873,,1.1
1755340477.2735782,"0.000,-0.000",4873,,1.1
1755340477.2735515,"0.000,-0.000",4873,,-3.75
1755340477.293744,"0.000,-0.000",4873,,1.1
1755340477.314011,"0.000,-0.000",4873,,1.1
1755340477.353617,"0.000,-0.000",4873,,1.1
1755340477.3738673,"0.000,-0.000",4873,,1.1
1755340477.3934102,"0.000,-0.000",4873,,1.1
1755340477.4132986,"0.000,-0.000",4873,,1.1
1755340477.433374,"0.000,-0.000",4873,,1.1
1755340477.4533308,"0.000,-0.000",4873,,1.1
1755340477.4735777,"0.000,-0.000",4873,,1.1
1755340477.4933321,"0.000,-0.000",4873,,1.1
1755340477.5134408,"0.000,-0.000",4873,,1.1
1755340477.5333767,"0.000,-0.000",4873,,1.1
1755340477.5534182,"0.000,-0.000",4873,,1.1
1755340477.5737295,"0.000,-0.000",4873,,1.1
1755340477.5933402,"0.000,-0.000",4873,,1.1
1755340477.6133285,"0.000,-0.000",4873,,1.1
1755340477.6333973,"0.000,-0.000",4873,,1.1
1755340477.6534073,"0.000,-0.000",4873,,1.1
1755340477.6736183,"0.000,-0.000",4873,,1.1
1755340477.6933703,"0.000,-0.000",4873,,1.1
1755340477.7136002,"0.000,-0.000",4873,,1.1
1755340477.7339973,"0.000,-0.000",4873,,1.1
1755340477.7533734,"0.000,-0.000",4873,,1.1
1755340477.7734725,"0.000,-0.000",4873,,1.1
1755340477.7933333,"0.000,-0.000",4873,,1.1
1755340477.8149776,"0.000,-0.000",4873,,1.1
1755340477.8335798,"0.000,-0.000",4873,,1.1
1755340477.8540592,"0.000,-0.000",4873,,1.1
1755340477.8735325,"0.000,-0.000",4873,,1.1
1755340477.8933663,"0.000,-0.000",4873,,1.1
1755340477.913416,"0.000,-0.000",4873,,1.1
1755340477.9334817,"0.000,-0.000",4873,,1.1
1755340477.9535697,"0.000,-0.000",4873,,1.1
1755340477.9736433,"0.000,-0.000",4873,,1.1
1755340477.993418,"0.000,-0.000",4873,,1.1
1755340478.0134132,"0.000,-0.000",4873,,1.1
1755340478.0335338,"0.000,-0.000",4873,,1.1
1755340478.0534105,"0.000,-0.000",4873,,1.1
1755340478.0734837,"0.000,-0.000",4873,,1.1
1755340478.0938041,"0.000,-0.000",4873,,1.1
1755340478.1146553,"0.000,-0.000",4873,,1.1
1755340478.1336553,"0.000,-0.000",4873,,1.1
1755340478.1548705,"0.000,-0.000",4873,,1.1
1755340478.1745875,"0.000,-0.000",4873,,1.1
1755340478.1944625,"0.000,-0.000",4873,,1.1
1755340478.2143984,"0.000,-0.000",4873,,1.1
1755340478.2345886,"0.000,-0.000",4873,,1.1
1755340478.254386,"0.000,-0.000",4873,,1.1
1755340478.2744813,"0.000,-0.000",4873,,1.1
1755340478.294356,"0.000,-0.000",4873,,1.1
1755340478.3145716,"0.000,-0.000",4873,,1.1
1755340478.3345613,"0.000,-0.000",4873,,1.1
1755340478.3543823,"0.000,-0.000",4873,,1.1
timestamp,position,tof1,marker,yaw_gimbal
1755340498.258765,"0.000,0.000",4893.0,,0
1755340498.278287,"0.000,0.000",4885.5,,0
1755340498.278706,"0.000,0.000",4885.5,,0
1755340498.2984867,"0.000,0.000",4878,,0
1755340498.400002,"-0.000,0.000",4878,,0
1755340498.4005961,"-0.000,0.000",4878,,1.1
1755340498.4016066,"-0.000,0.000",4878.0,,1.1
1755340498.4001207,"-0.000,0.000",4878,,-3.75
1755340498.402633,"-0.000,0.000",4878.0,,1.1
1755340498.4027143,"0.000,-0.000",4878,,-3.75
1755340498.4026906,"0.000,-0.000",4878,,1.1
1755340498.4026515,"-0.000,0.000",4878,,1.1
1755340498.4185836,"0.000,-0.000",4878,,1.1
1755340498.4383523,"0.000,-0.000",4878,,1.1
1755340498.4389412,"0.000,-0.000",4878,,1.1
1755340498.438906,"0.000,-0.000",4878,,-3.75
1755340498.438876,"0.000,-0.000",4878,,1.1
1755340498.4588017,"0.000,-0.000",4876,,1.1
1755340498.4592476,"0.000,-0.000",4876,,-3.75
1755340498.4592123,"0.000,-0.000",4876,,1.1
1755340498.4776797,"0.000,-0.000",4876,,1.1
1755340498.478409,"0.000,0.000",4876,,-3.75
1755340498.4786243,"0.000,0.000",4876,,1.1
1755340498.478352,"0.000,0.000",4876,,1.1
1755340498.4779994,"0.000,-0.000",4876,,1.1
1755340498.498639,"0.000,0.000",4876,,1.1
1755340498.4991984,"0.000,0.000",4876,,-3.75
1755340498.498979,"0.000,0.000",4876,,1.1
1755340498.499236,"0.000,0.000",4876,,1.1
1755340498.6680245,"-0.000,0.000",4896,,1.1
1755340498.6679623,"0.000,0.000",4896,,1.1
1755340498.668202,"-0.000,0.000",4896,,-3.75
1755340498.668647,"-0.000,0.000",4896,,1.1
1755340498.668605,"-0.000,0.000",4896,,1.1
1755340498.668823,"-0.000,-0.000",4896,,1.1
1755340498.6694753,"-0.000,-0.000",4896,,1.1
1755340498.6695526,"-0.000,-0.000",4896,,-3.75
1755340498.669819,"-0.000,-0.000",4897,,-3.75
1755340498.6701741,"-0.000,-0.000",4897,,-3.75
1755340498.6703033,"-0.000,-0.000",4897,,1.1
1755340498.6705444,"-0.000,-0.000",4897,,1.1
1755340498.6705656,"0.000,-0.000",4897,,1.1
1755340498.6702864,"-0.000,-0.000",4897,,-3.75
1755340498.6708465,"0.000,-0.000",4897,,-3.75
1755340498.6709585,"0.000,-0.000",4897,,1.1
1755340498.6709828,"0.000,-0.000",4897,,1.1
1755340498.6711404,"0.000,-0.000",4897,,1.1
1755340498.671321,"0.000,-0.000",4897,,-3.75
1755340498.6714594,"0.000,-0.000",4897,,1.1
1755340498.6714754,"0.000,-0.000",4888,,1.1
1755340498.671779,"0.000,-0.000",4888,,1.1
1755340498.6720555,"0.000,-0.000",4888,,-3.75
1755340498.6722386,"0.000,-0.000",4888,,1.1
1755340498.678323,"0.000,-0.000",4888,,1.1
1755340498.6786277,"0.000,-0.000",4888,,1.1
1755340498.6788507,"0.000,-0.000",4888,,-3.75
1755340498.6987767,"0.000,-0.000",4888,,1.1
1755340498.6986048,"0.000,-0.000",4888,,1.1
1755340498.6992514,"-0.000,0.000",4888,,1.1
1755340498.6992745,"-0.000,0.000",4888,,-3.75
1755340498.7062001,"-0.000,0.000",4888,,1.1
1755340498.7073526,"-0.000,0.000",4898,,1.1
1755340498.707392,"-0.000,-0.000",4898,,1.1
1755340498.7076044,"-0.000,-0.000",4898,,-3.75
1755340498.7388282,"-0.000,-0.000",4898,,1.1
1755340498.739159,"-0.000,-0.000",4898,,1.1
1755340498.7392166,"-0.000,-0.000",4898,,-3.75
1755340498.7387853,"-0.000,-0.000",4898,,1.1
1755340498.7544653,"-0.000,-0.000",4898,,1.1
1755340498.7546568,"-0.000,-0.000",4919,,1.1
1755340498.754978,"-0.000,0.000",4919,,1.1
1755340498.7549999,"-0.000,0.000",4919,,-3.75
1755340498.935395,"-0.000,0.000",4919,,1.1
1755340498.935344,"-0.000,0.000",4919,,1.1
1755340498.9354517,"-0.000,0.000",4919,,1.1
1755340498.9355617,"-0.000,0.000",4919,,-3.75
1755340498.9357698,"-0.000,0.000",4919,,1.1
1755340498.9362636,"-0.000,0.000",4919,,1.1
1755340498.9362898,"0.000,0.000",4919,,1.1
1755340498.9363134,"0.000,0.000",4919,,-3.75
1755340498.936736,"0.000,0.000",4910,,1.1
1755340498.9367013,"0.000,0.000",4919,,1.1
1755340498.9367177,"0.000,0.000",4910,,1.1
1755340498.9369988,"0.000,0.000",4910,,1.1
1755340498.93732,"0.000,0.000",4910,,1.1
1755340498.9373393,"0.000,0.000",4910,,-3.75
1755340498.937301,"0.000,0.000",4910,,1.1
1755340498.9376402,"0.000,0.000",4910,,1.1
1755340498.9376566,"0.000,0.000",4886,,1.1
1755340498.937693,"0.000,0.000",4886,,1.1
1755340498.9380248,"0.000,0.000",4886,,-3.75
1755340498.938052,"0.000,0.000",4886,,1.1
1755340498.938261,"0.000,0.000",4886,,1.1
1755340498.9382777,"0.000,0.000",4886,,1.1
1755340498.938475,"0.000,0.000",4886,,-3.75
1755340498.9388509,"0.000,0.000",4886,,1.1
1755340498.9388666,"0.000,0.000",4886,,1.1
1755340498.9389062,"0.000,0.000",4886,,1.1
1755340498.939408,"0.000,0.000",4886,,1.1
1755340498.9392865,"0.000,0.000",4886,,-3.75
1755340498.939541,"0.000,0.000",4900,,1.1
1755340498.9395125,"0.000,0.000",4900,,1.1
1755340498.9398327,"0.000,0.000",4900,,1.1
1755340498.9399195,"0.000,0.000",4900.0,,1.1
1755340498.9401755,"0.000,0.000",4900.0,,-3.75
1755340498.940135,"0.000,0.000",4900.0,,1.1
1755340498.9578574,"0.000,0.000",4900.0,,1.1
1755340498.9578211,"0.000,0.000",4900.0,,1.1
1755340498.9582384,"0.000,0.000",4900.0,,-3.75
1755340498.957801,"0.000,0.000",4900.0,,1.1
1755340498.9896657,"0.000,0.000",4900.0,,1.1
1755340498.9998136,"0.000,0.000",4900,,-3.74
1755340498.9997575,"0.000,0.000",4900,,1.1
1755340498.999609,"0.000,0.000",4900,,1.1
1755340499.0200243,"0.000,0.000",4900,,1.1
1755340499.0202436,"0.000,0.000",4900.0,,1.1
1755340499.0204778,"0.000,0.000",4900.0,,1.1
1755340499.0205102,"0.000,0.000",4900.0,,-3.75
1755340499.14157,"0.000,0.000",4900,,1.1
1755340499.1416647,"0.000,0.000",4900,,1.1
1755340499.1416912,"0.000,0.000",4900,,-3.75
1755340499.1415262,"0.000,0.000",4900.0,,1.1
1755340499.14238,"0.000,0.000",4891,,-3.75
1755340499.14247,"0.000,0.000",4891,,-3.75
1755340499.1424062,"0.000,0.000",4891,,-3.75
1755340499.142997,"0.000,0.000",4891,,1.1
1755340499.1430793,"0.000,0.000",4891,,-3.75
1755340499.1429732,"0.000,0.000",4891,,1.1
1755340499.143298,"0.000,0.000",4891,,-3.75
1755340499.1439075,"0.000,0.000",4891,,1.1
1755340499.1438632,"0.000,0.000",4891,,1.1
1755340499.1438868,"0.000,0.000",4891,,1.1
1755340499.1443014,"0.000,0.000",4891,,1.1
1755340499.1443195,"0.000,0.000",4883,,1.1
1755340499.1443455,"0.000,0.000",4883,,1.1
1755340499.1442852,"0.000,0.000",4891,,-3.75
1755340499.1585228,"0.000,0.000",4883,,1.1
1755340499.1587906,"0.000,0.000",4883,,1.1
1755340499.1587594,"0.000,0.000",4883,,1.1
1755340499.1589937,"0.000,0.000",4883,,-3.75
1755340499.179346,"0.000,0.000",4883,,1.1
1755340499.1797016,"0.000,0.000",4883,,1.1
1755340499.1798923,"0.000,0.000",4883,,1.1
1755340499.1799266,"0.000,0.000",4883,,-3.75
1755340499.1996326,"0.000,0.000",4883,,1.0
1755340499.199692,"0.000,0.000",4883,,1.0
1755340499.1999729,"0.000,0.000",4883,,-3.64
1755340499.1999488,"0.000,0.000",4883,,1.0
1755340499.2216148,"0.000,0.000",4883,,0.6
1755340499.2218683,"0.000,0.000",4895,,0.6
1755340499.221888,"-0.000,-0.000",4895,,0.6
1755340499.2396798,"-0.000,-0.000",4895,,-3.21
1755340499.2399187,"-0.000,-0.000",4895,,0.4
1755340499.3461692,"-0.000,-0.000",4895,,0.4
1755340499.3462207,"-0.000,-0.000",4895,,0.4
1755340499.3462489,"-0.000,-0.000",4895,,-3.08
1755340499.3508883,"-0.000,-0.000",4895,,0.5
1755340499.3511002,"-0.000,-0.000",4902,,0.5
1755340499.351802,"0.000,-0.000",4902,,0.5
1755340499.3520489,"0.000,-0.000",4902,,-3.13
1755340499.352421,"0.000,-0.000",4902,,0.4
1755340499.3523183,"0.000,-0.000",4902,,0.4
1755340499.3523304,"0.000,-0.000",4902,,0.4
1755340499.352701,"0.000,-0.000",4902,,-3.07
1755340499.3530004,"0.000,-0.000",4902,,0.5
1755340499.3529828,"0.000,-0.000",4902,,0.5
1755340499.3533854,"0.000,0.000",4902,,0.5
1755340499.3536487,"0.000,0.000",4902,,-3.23
1755340499.3541226,"0.000,0.000",4902,,1.0
1755340499.3541038,"0.000,0.000",4902,,1.0
1755340499.3541946,"0.001,0.000",4902,,-3.82
1755340499.3541462,"0.001,0.000",4902,,1.0
1755340499.3546154,"0.001,0.000",4902,,1.7
1755340499.3545969,"0.001,0.000",4902,,1.7
1755340499.3592734,"0.001,0.000",4902,,-4.45
1755340499.3794913,"0.001,0.000",4902,,2.1
1755340499.3797476,"0.001,0.000",4902,,2.1
1755340499.3802352,"0.001,0.001",4902,,-4.87
1755340499.3800163,"0.001,0.001",4902,,2.1
1755340499.399911,"0.001,0.002",4902,,2.5
1755340499.3998437,"0.001,0.001",4902,,2.5
1755340499.3999777,"0.001,0.002",4902,,-5.22
1755340499.3993688,"0.001,0.001",4902,,2.5
1755340499.4142387,"0.001,0.002",4902,,2.7
1755340499.414392,"0.001,0.002",4848,,2.7
1755340499.4148464,"0.001,0.002",4848,,2.7
1755340499.4151313,"0.001,0.002",4848,,-5.51
1755340499.439365,"0.001,0.002",4848,,2.2
1755340499.4399934,"0.001,0.002",4848,,2.2
1755340499.440207,"0.001,0.002",4848,,2.2
1755340499.4404626,"0.001,0.002",4848,,-5.36
1755340499.549729,"0.001,0.002",4848,,1.8
1755340499.5500247,"0.001,0.002",4848,,1.8
1755340499.5501878,"0.000,0.001",4848,,1.8
1755340499.5502634,"0.000,0.001",4848,,-4.7
1755340499.5529172,"0.000,0.001",4858,,1.8
1755340499.5526588,"0.000,0.001",4848,,1.8
1755340499.5538173,"-0.001,0.001",4858,,-4.45
1755340499.553912,"-0.001,0.001",4858,,1.6
1755340499.5538352,"-0.001,0.001",4858,,1.6
1755340499.5535004,"-0.001,0.001",4858,,1.8
1755340499.5545626,"-0.001,0.001",4858,,1.7
1755340499.554944,"-0.001,0.001",4873,,-4.31
1755340499.5549257,"-0.001,0.001",4873,,1.7
1755340499.554902,"-0.001,0.001",4873,,1.7
1755340499.5551877,"-0.001,0.001",4873,,1.6
1755340499.5554416,"-0.001,0.001",4873,,1.6
1755340499.5555253,"-0.001,0.001",4873,,1.6
1755340499.5559223,"-0.001,0.001",4873,,1.5
1755340499.5559413,"-0.001,0.001",4911,,1.5
1755340499.555991,"-0.001,0.001",4911,,1.5
1755340499.5559034,"-0.001,0.001",4873,,-4.29
1755340499.5592353,"-0.001,0.001",4911,,-4.21
1755340499.5820816,"-0.001,0.001",4911,,-4.21
1755340499.5819697,"-0.001,0.001",4911,,1.6
1755340499.5820248,"-0.001,0.001",4911,,1.6
1755340499.581918,"-0.001,0.001",4911,,1.6
1755340499.5994925,"-0.001,0.001",4911,,1.5
1755340499.5998254,"-0.001,0.001",4911,,1.5
1755340499.6002078,"-0.001,0.001",4911,,-4.19
1755340499.6001916,"-0.001,0.001",4911,,1.5
1755340499.6168673,"-0.001,0.001",4911,,1.5
1755340499.6171641,"-0.001,0.001",4903,,1.5
1755340499.6173866,"-0.001,0.001",4903,,1.5
1755340499.617632,"-0.001,0.001",4903,,-4.1
1755340499.6393623,"-0.001,0.001",4903,,1.4
1755340499.6399665,"-0.001,0.001",4903,,1.4
1755340499.6399188,"-0.001,0.001",4903,,1.4
1755340499.6400123,"-0.001,0.001",4903,,-4.14
1755340499.8101573,"-0.001,0.001",4864,,1.4
1755340499.8099942,"-0.001,0.001",4903,,1.4
1755340499.8105752,"-0.001,0.001",4864,,1.4
1755340499.8107436,"-0.001,0.001",4864,,-4.12
1755340499.8115215,"-0.001,0.001",4864,,1.4
1755340499.8119094,"-0.001,0.001",4864,,1.4
1755340499.8119261,"-0.001,0.001",4864,,-4.06
1755340499.8118813,"-0.001,0.001",4864,,1.4
1755340499.8122683,"-0.001,0.001",4864,,1.4
1755340499.8123677,"-0.001,0.001",4864,,1.4
1755340499.8123882,"-0.002,0.001",4864,,1.4
1755340499.8127172,"-0.002,0.001",4864,,-4.05
1755340499.812734,"-0.002,0.001",4864,,1.3
1755340499.8129041,"-0.002,0.001",4864,,1.3
1755340499.813217,"-0.002,0.001",4864,,-4.01
1755340499.813198,"-0.002,0.001",4864,,1.3
1755340499.8134716,"-0.002,0.001",4864,,1.3
1755340499.8138065,"-0.002,0.001",4864,,1.3
1755340499.8138258,"-0.002,0.001",4864,,1.3
1755340499.8138404,"-0.002,0.001",4864,,-3.92
1755340499.8142219,"-0.002,0.001",4864,,1.2
1755340499.814421,"-0.002,0.001",4848,,1.2
1755340499.8160896,"-0.002,0.001",4848,,1.2
1755340499.8162916,"-0.002,0.001",4848,,-3.9
1755340499.8167784,"-0.002,0.001",4848,,1.2
1755340499.8173053,"-0.002,0.001",4848,,1.2
1755340499.8171906,"-0.002,0.001",4848,,1.2
1755340499.8174224,"-0.002,0.001",4848,,-3.84
1755340499.8175015,"-0.002,0.001",4848,,1.1
1755340499.8181214,"-0.002,0.001",4848,,1.0
1755340499.8183122,"-0.002,0.001",4848,,1.0
1755340499.8192255,"-0.002,0.001",4848,,1.0
1755340499.819437,"-0.002,0.001",4848,,-3.66
1755340499.8392415,"-0.002,0.001",4848,,0.9
1755340499.839605,"-0.002,0.001",4875,,0.9
1755340499.8396606,"-0.002,0.001",4875,,-3.54
1755340499.8396263,"-0.002,0.001",4875,,0.9
1755340499.8598707,"-0.002,0.001",4875,,0.8
1755340499.8599086,"-0.002,0.001",4875,,0.8
1755340499.8601894,"-0.002,0.001",4875,,-3.42
1755340499.8601544,"-0.002,0.001",4875,,0.8
1755340499.8797731,"-0.002,0.001",4875,,0.7
1755340499.8798552,"-0.002,0.001",4875,,0.7
1755340499.880189,"-0.002,0.000",4875,,-3.33
1755340499.8798976,"-0.002,0.000",4875,,0.7
1755340499.8998337,"-0.002,0.000",4875,,0.7
1755340499.8998728,"-0.002,0.000",4875,,0.7
1755340499.9000325,"-0.002,0.000",4875,,-3.33
1755340499.8999195,"-0.002,0.000",4875,,0.7
1755340500.0129187,"-0.002,0.000",4875,,0.6
1755340500.01563,"-0.002,0.000",4882,,0.6
1755340500.0155969,"-0.002,0.000",4882,,0.6
1755340500.0158715,"-0.002,0.000",4882,,-3.31
1755340500.0165446,"-0.002,0.000",4882,,0.6
1755340500.0165234,"-0.002,0.000",4882,,0.6
1755340500.0169435,"-0.001,0.001",4882,,-3.28
1755340500.0171702,"-0.001,0.001",4894,,0.6
1755340500.0169184,"-0.001,0.001",4882,,0.6
1755340500.0171251,"-0.001,0.001",4882,,0.6
1755340500.0176008,"-0.001,0.001",4894,,0.6
1755340500.017907,"-0.001,0.001",4894,,-3.3
1755340500.0182078,"-0.001,0.001",4894,,0.6
1755340500.0189915,"-0.001,0.001",4894,,0.6
1755340500.0191886,"-0.001,0.001",4894,,0.6
1755340500.0206497,"-0.001,0.001",4894,,-3.24
1755340500.021124,"-0.001,0.001",4894,,0.6
1755340500.021155,"-0.001,0.000",4894,,0.6
1755340500.0211053,"-0.001,0.001",4894,,0.6
1755340500.0211735,"-0.001,0.000",4894,,-3.23
1755340500.022229,"-0.001,0.000",4894,,0.6
1755340500.0222578,"-0.001,0.000",4894,,0.6
1755340500.0225472,"-0.001,0.001",4894,,0.6
1755340500.0225668,"-0.001,0.001",4894,,-3.22
1755340500.0398426,"-0.001,0.001",4894,,0.5
1755340500.0401804,"-0.001,0.001",4894,,0.5
1755340500.0401323,"-0.001,0.001",4894,,0.5
1755340500.0402162,"-0.001,0.001",4894,,-3.15
1755340500.0599444,"-0.001,0.001",4894,,0.4
1755340500.060031,"-0.001,0.001",4850,,0.4
1755340500.0601559,"-0.001,0.001",4850,,-3.03
1755340500.0599887,"-0.001,0.001",4850,,0.4
1755340500.0827687,"-0.001,0.001",4850,,0.3
