timestamp,current_yaw,target_yaw,angle_error,p_term,i_term,d_term,pid_output
1754724664.9777853,-41.89,16.319999999999993,58.209999999999994,291.04999999999995,0.0,-117.2820947536969,173.76790524630306
1754724664.998067,-41.89,16.319999999999993,58.209999999999994,291.04999999999995,0.0,0.0,291.04999999999995
1754724665.0183053,-32.33,16.319999999999993,48.64999999999999,243.24999999999994,0.0,-236.16799133016073,7.082008669839212
1754724665.038533,-32.33,16.319999999999993,48.64999999999999,243.24999999999994,0.0,0.0,243.24999999999994
1754724665.0588007,-32.33,16.319999999999993,48.64999999999999,243.24999999999994,0.0,0.0,243.24999999999994
1754724665.0791678,-27.64,16.319999999999993,43.959999999999994,219.79999999999995,0.0,-115.14854045447622,104.65145954552374
1754724665.0995228,-27.64,16.319999999999993,43.959999999999994,219.79999999999995,0.0,0.0,219.79999999999995
1754724665.119806,-23.95,16.319999999999993,40.269999999999996,201.34999999999997,0.0,-90.94905013750788,110.40094986249208
1754724665.1400886,-23.95,16.319999999999993,40.269999999999996,201.34999999999997,0.0,0.0,201.34999999999997
1754724665.1603384,-23.95,16.319999999999993,40.269999999999996,201.34999999999997,0.0,0.0,201.34999999999997
1754724665.1805983,-18.59,16.319999999999993,34.91,174.54999999999998,0.0,-132.27817458636352,42.27182541363646
1754724665.2008429,-18.59,16.319999999999993,34.91,174.54999999999998,0.0,0.0,174.54999999999998
1754724665.2211075,-13.82,16.319999999999993,30.139999999999993,150.69999999999996,0.0,-117.68446671843023,33.01553328156973
1754724665.2413943,-13.82,16.319999999999993,30.139999999999993,150.69999999999996,0.0,0.0,150.69999999999996
1754724665.261719,-13.82,16.319999999999993,30.139999999999993,150.69999999999996,0.0,0.0,150.69999999999996
1754724665.282003,-10.93,16.319999999999993,27.249999999999993,136.24999999999997,0.0,-71.22775038194854,65.02224961805143
1754724665.302286,-10.93,16.319999999999993,27.249999999999993,136.24999999999997,0.0,0.0,136.24999999999997
1754724665.3225672,-10.93,16.319999999999993,27.249999999999993,136.24999999999997,0.0,0.0,136.24999999999997
1754724665.342938,-6.88,16.319999999999993,23.199999999999992,115.99999999999996,0.0,-99.38760092677106,16.6123990732289
1754724665.363243,-6.88,16.319999999999993,23.199999999999992,115.99999999999996,0.0,0.0,115.99999999999996
1754724665.3836553,-2.03,16.319999999999993,18.349999999999994,91.74999999999997,0.0,-118.78342598215532,-27.03342598215535
1754724665.403938,-2.03,16.319999999999993,18.349999999999994,91.74999999999997,0.0,0.0,91.74999999999997
1754724665.424244,-2.03,16.319999999999993,18.349999999999994,91.74999999999997,0.0,0.0,91.74999999999997
1754724665.4445493,1.91,16.319999999999993,14.409999999999993,72.04999999999997,0.0,-97.008299051376,-24.95829905137603
1754724665.4648356,1.91,16.319999999999993,14.409999999999993,72.04999999999997,0.0,0.0,72.04999999999997
1754724665.4851444,5.23,16.319999999999993,11.089999999999993,55.44999999999996,0.0,-81.74015473297409,-26.29015473297413
1754724665.505435,5.23,16.319999999999993,11.089999999999993,55.44999999999996,0.0,0.0,55.44999999999996
1754724665.525723,5.23,16.319999999999993,11.089999999999993,55.44999999999996,0.0,0.0,55.44999999999996
1754724665.546023,9.17,16.319999999999993,7.149999999999993,35.749999999999964,0.0,-97.0322221830779,-61.28222218307794
1754724665.5663092,9.17,16.319999999999993,7.149999999999993,35.749999999999964,0.0,0.0,35.749999999999964
1754724665.5866308,11.29,16.319999999999993,5.029999999999994,25.14999999999997,0.0,-52.15388506340397,-27.003885063404
1754724665.6069465,11.29,16.319999999999993,5.029999999999994,25.14999999999997,0.0,0.0,25.14999999999997
1754724665.627402,11.29,16.319999999999993,5.029999999999994,25.14999999999997,0.0,0.0,25.14999999999997
1754724665.6477966,13.49,16.319999999999993,2.829999999999993,14.149999999999965,0.0,-53.93783347751879,-39.787833477518824
1754724665.668107,13.49,16.319999999999993,2.829999999999993,14.149999999999965,0.0,0.0,14.149999999999965
1754724665.6884587,14.12,16.319999999999993,2.199999999999994,10.99999999999997,0.0,-15.47749915068587,-4.477499150685901
1754724665.7087462,14.12,16.319999999999993,2.199999999999994,10.99999999999997,0.0,0.0,10.99999999999997
1754724665.7290287,14.12,16.319999999999993,2.199999999999994,10.99999999999997,0.0,0.0,10.99999999999997
1754724665.7493243,15.21,16.319999999999993,1.1099999999999923,5.549999999999962,0.0,-26.856239484938243,-21.30623948493828
1754724665.7696748,15.21,16.319999999999993,1.1099999999999923,5.549999999999962,0.0,0.0,5.549999999999962
1754724665.790072,15.21,16.319999999999993,1.1099999999999923,5.549999999999962,0.0,0.0,5.549999999999962
1754724665.810491,15.98,16.319999999999993,0.33999999999999275,1.6999999999999638,0.0,-18.85377575920325,-17.153775759203285
1754724665.8309152,15.98,16.319999999999993,0.33999999999999275,1.6999999999999638,0.0,0.0,1.6999999999999638
1754724665.85136,16.34,16.319999999999993,-0.02000000000000668,-0.1000000000000334,0.0,-8.804883316811463,-8.904883316811496
1754724665.8717744,16.34,16.319999999999993,-0.02000000000000668,-0.1000000000000334,0.0,0.0,-0.1000000000000334
1754724665.8921993,16.34,16.319999999999993,-0.02000000000000668,-0.1000000000000334,0.0,0.0,-0.1000000000000334
1754724665.9127157,16.71,16.319999999999993,-0.3900000000000077,-1.9500000000000384,0.0,-9.01550216108196,-10.965502161081998
1754724665.9331954,16.71,16.319999999999993,-0.3900000000000077,-1.9500000000000384,0.0,0.0,-1.9500000000000384
1754724665.9541261,16.87,16.319999999999993,-0.5500000000000078,-2.750000000000039,0.0,-3.82055792134448,-6.570557921344519
1754724665.9743776,16.87,16.319999999999993,-0.5500000000000078,-2.750000000000039,0.0,0.0,-2.750000000000039
1754724665.9946187,16.91,16.319999999999993,-0.590000000000007,-2.950000000000035,0.0,-0.9880574793874937,-3.9380574793875285
1754724666.0148451,16.91,16.319999999999993,-0.590000000000007,-2.950000000000035,0.0,0.0,-2.950000000000035
1754724666.0350826,16.84,16.319999999999993,-0.5200000000000067,-2.6000000000000334,0.0,1.729324647480835,-0.8706753525191984
1754724666.0553007,16.84,16.319999999999993,-0.5200000000000067,-2.6000000000000334,0.0,0.0,-2.6000000000000334
1754724666.0755339,16.84,16.319999999999993,-0.5200000000000067,-2.6000000000000334,0.0,0.0,-2.6000000000000334
1754724666.0958047,16.83,16.319999999999993,-0.5100000000000051,-2.5500000000000256,0.0,0.24664251775889445,-2.303357482241131
1754724666.1160774,16.83,16.319999999999993,-0.5100000000000051,-2.5500000000000256,0.0,0.0,-2.5500000000000256
